path	partition	weak_label	pred_binary	pred_label	confidence	bbox
/truenas-big/images/08/04/0804652f67dd4f3cdd49e74a829e9455d0871417ae2c049ee6204af42e0a7c8d.JPEG	sora	watermarked_sora_or_openai	clean	clean	4.5858347570315594e-05	
/truenas-big/images/c3/fa/c3fa5318449cb63ed472c547ea1c2d071043d2881c6f5515888ba4febe6cb7e5.JPEG	sora	watermarked_sora_or_openai	clean	clean	4.0337477247298636e-07	[793, 429, 853, 472]
/truenas-big/images/a2/e7/a2e7fe0bd17625498e60afd82303fe773e0699f7d2dbbb7d16b5efbb78abcc7d.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.008846615096464117	[1181, 653, 1279, 706]
/truenas-big/images/60/26/6026aa82be4684f8e01a7342f1055f3f5ebbab4bfd56aac1a9b651062744166a.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.00023885408121693263	[1194, 653, 1280, 709]
/truenas-big/images/4a/02/4a02f8d3ba213f4611f2d24c070a85b0103031d6775e76665947ce8a9f73d8fe.JPEG	sora	watermarked_sora_or_openai	clean	clean	2.018510937584761e-05	
/truenas-big/images/11/dd/11ddda20a0cb94d615b8f647b55c2c9eade67a2dc41adb5639fc08b24b8ad7d0.JPEG	sora	watermarked_sora_or_openai	clean	clean	9.709539526725486e-06	
/truenas-big/images/f5/36/f53612b2191d20d760905192ce9c6faa7ab95f599d233397a530bacf4419ca43.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.9900041369064819	
/truenas-big/images/86/75/8675abd4b8f70149c388affa5bd15f0be45c8694a3200838932110d49c03fb3f.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.000173376983196194	
/truenas-big/images/7b/1a/7b1a58602c42c1800b00e1d2af5e3bd623fc15dc9eff6b99eea55995cd29c4d1.JPEG	sora	watermarked_sora_or_openai	clean	clean	9.234635795829504e-06	
/truenas-big/images/8b/24/8b24a003a26a20484064a39064b3bf8e5ff060e37b92052ccd50396be8f45cd3.JPEG	sora	watermarked_sora_or_openai	clean	clean	1.5521576746113652e-07	
/truenas-big/images/44/1f/441ffb7259b9d5e79e2e12e4ceb3494462f469a5593bbb40b1b4df0632176840.JPEG	sora	watermarked_sora_or_openai	clean	clean	1.7439330908253226e-05	[1756, 980, 1919, 1059]
/truenas-big/images/2d/90/2d90420fc8a27cc856ce0b8cbfaf2ad0e78513def0f45300ae0a087567577d68.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.6391414999961853	[796, 456, 895, 503]
/truenas-big/images/0f/53/0f53606babf532298819249625cd39b04e7a1e2ed07a18e10a6fcd83fcea4013.JPEG	sora	watermarked_sora_or_openai	clean	clean	3.018864491721729e-08	[0, 958, 162, 1068]
/truenas-big/images/89/09/89090d8d14c51dafd50f202e372ec6aad2e6d806028c1717f668af9ce3acd208.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.32523113489151	[0, 965, 276, 1065]
/truenas-big/images/cb/d2/cbd22a579757d56085bb2f7694e846f7b8dc93959411652c34ef22f05e9f3bf4.JPEG	sora	watermarked_sora_or_openai	clean	clean	4.400238673429868e-08	
/truenas-big/images/9c/54/9c548ba9ff9bc634aac6cdc44b3d90fe0ed43c8911c1b901f6bac150eb47dec3.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.999991236671038	[1745, 969, 1919, 1041]
/truenas-big/images/f5/4f/f54fa0524fc6a7d2c2a821d22a094bc126c8c9f6c1dbb8e0cbfb580ea8a27e40.JPEG	sora	watermarked_sora_or_openai	clean	clean	2.5823523097656675e-08	
/truenas-big/images/c1/6f/c16fd4f9b1e124c2a3c35d45d5df1b86b8661552c061363f02644443b9a6595c.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.011510645453514434	
/truenas-big/images/0e/aa/0eaade1c3c0402f88fa9a3214013e11618bbbff0b037c43ed3bba7bb7759fea9.JPEG	sora	watermarked_sora_or_openai	watermarked	minimax_hailuo	0.5444735884666443	[1762, 974, 1920, 1056]
/truenas-big/images/ce/5e/ce5e8977edc9ca6a6fcbb0f4fed0daa059a64f2b6001d941de2e5595ff0c7f18.JPEG	sora	watermarked_sora_or_openai	watermarked	minimax_hailuo	0.5154272317886353	[1185, 656, 1279, 706]
/truenas-big/images/a8/ea/a8eafb0c2e1749b543fced1de64c2a6c8f3b2816ea738dc0db382e083348e856.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.6565103530883789	[1685, 957, 1920, 1063]
/truenas-big/images/c4/20/c420476fd5e548e47184866dd1583ce24d5bab2719d38db185217945b76cf8e3.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.7350705862045288	[1672, 945, 1919, 1060]
/truenas-big/images/4a/d3/4ad39e7dd4187522f957946b12bb44deccf4ef83f811bf1fe5fa6fb31bb8bf5f.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.0006477053145533818	
/truenas-big/images/5d/e6/5de6fd4e9d2e1e3c9fe6dc852ad205159118fc6768a2c840a2c4625af22c6fe9.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.4369582235813141	[794, 456, 895, 503]
/truenas-big/images/f0/34/f0344fd98a986323d1bb9e81c0f020dc74991e304bfb6a944e283c80041630c4.JPEG	sora	watermarked_sora_or_openai	clean	clean	1.3647779869563337e-06	
/truenas-big/images/9c/7c/9c7c03a76c8bf1fb1a29143fa667626e794ced588e108c945f04b18916a893df.JPEG	sora	watermarked_sora_or_openai	clean	clean	1.3949295815218754e-05	
/truenas-big/images/4c/00/4c0047bf2bfb788de631006669587b9da1486c1fa86aaed5691a3821c4878508.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.40770527720451355	[782, 429, 854, 471]
/truenas-big/images/4b/da/4bdaa64b15ce24ad2ecad6b95c6b53036663cff86616875017a3d3717c75842b.JPEG	sora	watermarked_sora_or_openai	clean	clean	1.3665543937668723e-05	
/truenas-big/images/3e/56/3e56f57aa1de46ba209139b8dbccf4e9af691183bc83b6a2bc1cef4ccc769d29.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.921840420559748	[773, 424, 853, 471]
/truenas-big/images/c7/4f/c74f3b7256f37d8f008c01f93dbd6df6aece894612052edfca92de816a34e27d.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.9972287116696643	[1162, 643, 1280, 708]
/truenas-big/images/4f/03/4f03fe595a08c7fd0aabb67d6a83e29a82ab21ce68f60f1e8b50959681401565.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.4013429284095764	[0, 964, 273, 1065]
/truenas-big/images/86/ab/86ab084d52f8c791537400e0cef36dd42771c05fa2bd4e1eba13e632f5b1048a.JPEG	sora	watermarked_sora_or_openai	clean	clean	5.079405340779886e-09	
/truenas-big/images/4e/7f/4e7f5164e4638a248deac0a69dcffcfee097870aa03249494f017bc1acd48e0a.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.4310122522122025	[1767, 984, 1919, 1060]
/truenas-big/images/75/65/75652558352994019819129cf2b8fa9f99c5e758897a9cd1eb692b406df5761c.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.10190536532524408	
/truenas-big/images/72/34/7234ed4cd07b4536cfef31464ecb9353da1112703049642dc908c0994af0f974.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.9999870172660215	[1758, 979, 1919, 1060]
/truenas-big/images/57/e1/57e12320c9670124e685407566c7c08aae8f334262bce45f56af31ae15e5b12a.JPEG	sora	watermarked_sora_or_openai	watermarked	minimax_hailuo	0.34595388174057007	[826, 470, 895, 501]
/truenas-big/images/63/b4/63b49ade08fe5a0e840c1eb98503e6c78bc12c9f453aa66a408032a2838486ea.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.9999236729347766	
/truenas-big/images/bd/f9/bdf9dcd8b55740cbf2c9a15c19bf5ed96cfc792f236f721c01616e15dcc478af.JPEG	sora	watermarked_sora_or_openai	clean	clean	0.007947530106584333	
/truenas-big/images/51/d6/51d6f541103285fe71547bfce1f77fab012cd12a269fa4160f1b5b4789b0a2b6.JPEG	sora	watermarked_sora_or_openai	clean	clean	1.1140952294041995e-07	
/truenas-big/images/07/93/079300baa6d191d7e6131a277e06c3477e40571f5a35c22ea3c93d32023d4577.JPEG	sora	watermarked_sora_or_openai	clean	clean	5.983823192501347e-08	
/truenas-big/images/d3/c8/d3c8a3dd112d3f34bce8648ec10d135fb54e6108694f4ae611ec7d13e0daea20.JPEG	sora	watermarked_sora_or_openai	clean	clean	6.301931992358512e-05	
/truenas-big/images/44/e6/44e6b168e97258e0703c3400df1584f61a66e4ef003ac94ad91656e9dc1abdaa.JPEG	sora	watermarked_sora_or_openai	watermarked	grok	0.7535620927810669	[1711, 967, 1919, 1063]
/truenas-big/images/46/a1/46a16408c7cdc3ca6903bfc0099493dec1c9ec224ac655de52d3dd711c9f68a4.JPEG	sora	watermarked_sora_or_openai	clean	clean	5.364355013526279e-07	
/truenas-big/images/d6/0c/d60cc475fb77d9680f0e1afd5a415407b3e323abe482762f50341f643bea52db.JPEG	sora	watermarked_sora_or_openai	clean	clean	2.640090937533479e-06	
/truenas-big/images/fe/da/feda7e949a64f246405dfd49dfe8884d9cc8c9d589b8ebe9b3b077ead52779ad.JPEG	sora	watermarked_sora_or_openai	clean	clean	2.509888828994278e-07	[1182, 656, 1279, 706]
/truenas-big/images/c7/ea/c7eae02f235ff42b0c3b94be0b213f2c6a6e449d7cb897b11aa55fc3ef68965c.JPEG	nano_150k	clean	clean	clean	0.7625406384468079	[1197, 744, 1279, 814]
/truenas-big/images/50/da/50dad27e0f3e146518284a3dee923fe6e91334cd7a17c62d56ab4fc6f67c4f57.JPEG	nano_150k	clean	clean	clean	0.5870564709667121	
/truenas-big/images/f9/67/f967c17ff108133702378f407c7b97c144df382a8a48fb58ac26b7c7fefc64f7.JPEG	nano_150k	clean	clean	clean	0.9999844028960974	
/truenas-big/images/fb/e9/fbe98b34f50fa893605f64bbc41ec3017aedeaa2cdbf19b85ba964f8bf96df05.JPEG	nano_150k	clean	clean	clean	0.9989686845657205	
/truenas-big/images/34/1f/341fedb60330ace2d6b1db53634c9290ae7fb0563449737edfd3163e71d3ea63.JPEG	nano_150k	clean	clean	clean	0.9993442532088164	
/truenas-big/images/4f/ad/4fadd0e8b6acffba32ddb1066a2fb5ab164b50637e6a76cbb386590dade95e5d.JPEG	nano_150k	clean	clean	clean	0.00011159996940646177	
/truenas-big/images/90/9a/909a0721f2d34e3750f519b0e84341089bdd5e4a74009d874f997106ef0d6c18.JPEG	nano_150k	clean	clean	clean	2.006639712526237e-05	
/truenas-big/images/ce/b7/ceb78857f9d59354a56d29c14774b81073e18c6569c47411ca207f4ed4911c7a.JPEG	nano_150k	clean	clean	clean	5.608935236156576e-06	
/truenas-big/images/1a/42/1a4258b8fa0f96b8e5e7490f24d374d743c075c7cbf0ab81c7f0bedbf025c0bf.JPEG	nano_150k	clean	clean	clean	0.999998191003413	
/truenas-big/images/92/8f/928fd24329e557946b1d9679f5f54fb51d0e82faa29acd79d3c68e5d184b279f.JPEG	nano_150k	clean	clean	clean	0.4392977205076377	
/truenas-big/images/99/10/99103ce7337e42e11d9910c0e8355fe7a912aef7c6238fc741eb4d1f267a5968.JPEG	nano_150k	clean	clean	clean	0.5093615032787258	
/truenas-big/images/ae/9f/ae9fd3a2c16a0debd6b4f0e4c9af2d017e4e0948f7650821eca3748b12f976d6.JPEG	nano_150k	clean	clean	clean	7.785801827153715e-05	
/truenas-big/images/7f/e4/7fe48b682da73ecbae641399b7246c30dacbc2b68b00ff7ff07ef25ae9eacb8d.JPEG	nano_150k	clean	clean	clean	0.999999863893776	
/truenas-big/images/a8/99/a89957dbb034c34080db2b69104c0c541002e4aab70fde1acbf53b5a9f88f568.JPEG	nano_150k	clean	clean	clean	4.615719083167491e-06	
/truenas-big/images/f4/ec/f4ecd3c3739e7af42d64fa6d8a422301bbabefe0cb4f121818c626b63e645bb3.JPEG	nano_150k	clean	clean	clean	0.0028316563468623324	
/truenas-big/images/02/03/020374fb1e8d0e5fcda7d47a14fdf91ffdae56775e0a19d36ca40c65172bd3e4.JPEG	nano_150k	clean	clean	clean	0.5453941227403891	
/truenas-big/images/cc/85/cc85434a06eb6eec3b7f81b3506ee1c38206232142831b18946b508514a63141.JPEG	nano_150k	clean	clean	clean	0.9999976040579068	
/truenas-big/images/73/bc/73bcd453469c3fc3d6782edc9c1d28d97fbb14b6d1e79a6c7e886e143e1eb702.JPEG	nano_150k	clean	clean	clean	0.991948738133567	
/truenas-big/images/74/cb/74cbb8a2fac64fd5d666de0aab5f955b9ac6261284c648f361a0fb30abef030d.JPEG	nano_150k	clean	clean	clean	0.0031521148749551475	
/truenas-big/images/e7/dc/e7dc8a30b8bc1876e0e8801e3b25b28ddbd0f0d16445497b08218785bea820e9.JPEG	nano_150k	clean	clean	clean	1.1000749200462678e-09	
/truenas-big/images/b0/b9/b0b9aa025c99353cf26bad94b2f5a91235ba65459de6adbe2fbd12542e1dda50.JPEG	nano_150k	clean	clean	clean	0.9998017775151812	
/truenas-big/images/6d/11/6d115b1afb7fa70e9430e5c205cb0ae915e62390d44517b3f88f5cc98571c057.JPEG	nano_150k	clean	clean	clean	0.0002271264175286447	
/truenas-big/images/8f/dc/8fdc19fe3648357a22d91a5da2af952a9689a577e7868a03fb9899b8e11a7597.JPEG	nano_150k	clean	clean	clean	0.0009829030891941315	[0, 763, 107, 840]
/truenas-big/images/ff/ca/ffca92a8c5ddaacccdd1580a2cc7b896a75364558376b9b58a2102d296f0d0ab.JPEG	nano_150k	clean	clean	clean	0.9998892960348309	
/truenas-big/images/04/6a/046acc57a44f82d9346f0dd8908fd57db70017f0f0465366aec48f5f84b23b52.JPEG	nano_150k	clean	clean	clean	0.9993515639581922	
/truenas-big/images/15/ab/15ab0db2ebf8c5c2db6e07de47325cc854da2a9da0419f7c34cb62a71a5fa553.JPEG	nano_150k	clean	clean	clean	0.9999578907227268	
/truenas-big/images/f6/b0/f6b0e26f9c0b8a6a15194e6608e866a00da68d0b0d73c5196a880ad06393db67.JPEG	nano_150k	clean	clean	clean	0.9992886965974844	
/truenas-big/images/90/57/9057cc8ff7a86ad49777951f6d328b1e3f8f48c4f0254dbca5e5cc880e4223a4.JPEG	nano_150k	clean	clean	clean	0.9997517208110137	
/truenas-big/images/38/b3/38b314bbf65998deda1d4e491de1c4b661e1493bf4b4cddce86be57440587f39.JPEG	nano_150k	clean	clean	clean	0.9999978745355932	[0, 598, 70, 637]
/truenas-big/images/29/26/292652d4226aa196aa1128ecab746bc1e1e2f641f6f59cc4aa6383c6e27a5799.JPEG	nano_150k	clean	clean	clean	0.9999439179616773	
/truenas-big/images/03/e8/03e825f5027ab63862b6a87f26db603d0fdcb4e4b0d4bcf474dc6dcdaa0d2651.JPEG	nano_150k	clean	clean	clean	0.9065579175042358	
/truenas-big/images/51/dc/51dc462b293ce7f5eada13399a3269ff65fe02007db960153d411e1991f0c5a5.JPEG	nano_150k	clean	clean	clean	0.9995269938354785	
/truenas-big/images/1b/28/1b289066b0a2a76ccea61e5e4168ccd2717eeddfbad1d030bdd5d0735b68ff88.JPEG	nano_150k	clean	clean	clean	0.9474823183913861	
/truenas-big/images/4f/4c/4f4c0637aa821a7d56d534640cf1bf4e436f53a8b7b1c0687077b37456f3d52c.JPEG	nano_150k	clean	clean	clean	0.9682066238589054	
/truenas-big/images/da/1d/da1db50eaaac072d33c0974529afd9192feb4d997399819f4b39d211d8ad086b.JPEG	nano_150k	clean	clean	clean	0.9999951260067865	
/truenas-big/images/c4/cb/c4cbc8064b9d42cddf2cf48636b5673df9a949e58fd41d68e487298d6558459a.JPEG	nano_150k	clean	clean	clean	1.1617926769513787e-06	
/truenas-big/images/b2/63/b263109b47d532b5d94b6600dbe2054983a4e350581d3b3d0ec567894b1d1638.JPEG	nano_150k	clean	clean	clean	0.9999982245917488	
/truenas-big/images/7a/66/7a666e92ff0f9a13ca5b612c26e742cb65cde179ea6c4d267ece60fc259e9f32.JPEG	nano_150k	clean	clean	clean	0.9998649206610497	[706, 1232, 854, 1280]
/truenas-big/images/78/01/7801ff9aaba50868f39ce09b8bba4b6ea94f5ca93fd11317d8efae88204b6dba.JPEG	nano_150k	clean	clean	clean	5.0361877794835586e-05	[1003, 549, 1100, 608]
/truenas-big/images/50/18/50181103286bf6cb2e52408a00276e4d8f5c430e06586ddd082ca1603db282a6.JPEG	nano_150k	clean	clean	clean	3.4002366700036646e-08	
/truenas-big/images/3f/24/3f246422f657813568d66653aee6c8a5f04a24fb031edf9952cd5b68ab20a323.JPEG	nano_150k	clean	clean	clean	0.9999999162045404	
/truenas-big/images/17/46/174632d8350c26222ec2d7ca12058ac16e57980bf704fb37ef3a5c29cab6b8a9.JPEG	nano_150k	clean	clean	clean	0.9999961392209658	
/truenas-big/images/b7/9b/b79bf1819c8646afa98abd1b620fd98489888cc5e5d16ef38a28f792ee916bc1.JPEG	nano_150k	clean	clean	clean	0.9999252591531912	
/truenas-big/images/76/aa/76aab2bc730e7aebc116c8fa0ba5e7a0028fd07ebaeaaf5f4b45b28a8a5a17e5.JPEG	nano_150k	clean	clean	clean	0.011206762575681206	
/truenas-big/images/4f/5d/4f5dcbcff841a6ea8db1b518e7273768b04aa8e1102b631e262e5cb9b1cb92bd.JPEG	nano_150k	clean	clean	clean	9.547204138371512e-08	
/truenas-big/images/53/77/5377992dfeabf8fa37d01b2648458e3e30ecf3808050b459b2fa703faa900c1e.JPEG	nano_150k	clean	clean	clean	0.9999989034727179	
/truenas-big/images/5c/53/5c53fdc7096a5ae8602fdd2fbeb4aaf34625cc90d8bc7cd1c81a3382402b9843.JPEG	nano_150k	clean	clean	clean	0.99999967684036	
/truenas-big/images/7f/a2/7fa26fb8de075ac094d3ad1b4a9ea6ed13af44938fa5d2c77bc2736f60183bc2.JPEG	nano_150k	clean	clean	clean	8.022074750813069e-06	
/truenas-big/images/67/32/67321dd44f8befa04cd446a32396d4f599df25e7ad9dea0c31d3f98c8a9825cb.JPEG	nano_150k	clean	clean	clean	0.9999976351848319	
/truenas-big/images/66/3d/663d48834717f844b0dd4a641aebe440a6a6e82e3c67c49341601f04bb2a9bcf.JPEG	nano_150k	clean	watermarked	minimax_hailuo	0.5692689966478724	
/truenas-big/images/9d/de/9dde3352030c817e28e881f37e99be98a8b4332d337c1de3feade3bbf91b6e8c.JPEG	nano_150k	clean	clean	clean	0.6150030578408651	
/truenas-big/images/44/da/44da57d1012543f47a7ea2bf6a7490d17e1bb2d5a15953505326478194e2979e.JPEG	nano_150k	clean	clean	clean	0.9999999988163901	
/truenas-big/images/0d/b7/0db7e6ebf8c81c099ee9ff9debda8007936083afebece428329783271fea2131.JPEG	nano_150k	clean	clean	clean	0.9999199156802651	
/truenas-big/images/f7/92/f7920cde535d93e8f53591a6a5f474a0b7db6e45c96a0fb9eece0139ae9549b1.JPEG	nano_150k	clean	clean	clean	0.7409203592716811	
/truenas-big/images/b2/cb/b2cb888e27c4011c8fab0f11059ef0bdc2bdb1e0786ae3290f7fd3205bbbd895.JPEG	nano_150k	clean	clean	clean	0.9987288072381194	
/truenas-big/images/a2/cd/a2cd26f95419d6a9888d451baf562257d13df1bdfb21cfd7ea875b687f3ea10e.JPEG	nano_150k	clean	clean	clean	0.9995913134383374	
/truenas-big/images/4b/57/4b57d9e086841302b3ee85cc9b3dc3ad84f502aecb1d035a999b737cf2c4a663.JPEG	nano_150k	clean	clean	clean	0.9999860893204562	
/truenas-big/images/3c/58/3c58eed3bc556821fa12de01396503e1258ed9cc528ccd54a1b8e37b14d89aa1.JPEG	nano_150k	clean	clean	clean	0.9999493743571397	
/truenas-big/images/2b/fc/2bfcf6f8b91dc0b513e23cc7e9661776ee6d24d5a308b5ca3904bce9ebf4edb1.JPEG	nano_150k	clean	clean	clean	0.9999992367836611	
/truenas-big/images/a6/de/a6de2e701e60182c09f77b87939787bae5ae76599bbc0b0d01c45222cba02543.JPEG	nano_150k	clean	clean	clean	0.9954920391537133	
/truenas-big/images/11/03/11032fe15ae0f2358ce15b7c7b298b946b21975e99ce4af37c5d01e4891e5199.PNG	pico_banana	clean	clean	clean	0.9897925836265495	
/truenas-big/images/18/4b/184b5979647c30d0320221ec02f43f3e16c5671125ce12712716e17f5141af9f.PNG	pico_banana	clean	clean	clean	0.29103749589455585	
/truenas-big/images/3b/ed/3bedbef21886cf8eab6c4b9005696ad7ece73bc9c5ae4f996fefcd4bca9792f1.PNG	pico_banana	clean	clean	clean	0.98786112122018	
/truenas-big/images/79/56/7956cde240b92abfb2ced80cb6cb5ae43f16f496eed489bf127c55075dd93273.PNG	pico_banana	clean	clean	clean	0.9997819757561219	
/truenas-big/images/29/36/2936b72019a1e8f10874c264c70a160a9e8af552fd16c8cb7cacc48c72816534.PNG	pico_banana	clean	clean	clean	0.9999987984896092	
/truenas-big/images/35/72/3572d5f7f77473992ae37c9f43e3f134d01bf4e0447f37bcb48af175cc64fa87.PNG	pico_banana	clean	clean	clean	8.566625875339184e-08	
/truenas-big/images/75/18/751887e09ebfecfcd19e7a4acc969aec0d281530b3550a1e70add842ee29d729.PNG	pico_banana	clean	clean	clean	0.9999998739572528	
/truenas-big/images/25/3d/253dfcd8dca79cf6380f41a2c6d82154d5d2006be5771d95b102fab8a1bbce8e.PNG	pico_banana	clean	clean	clean	7.462397468849247e-07	[1052, 769, 1184, 850]
/truenas-big/images/5c/86/5c8660efd3e246571dd355838f6c7ac843a0a725150b153ab8e36d3f47f7a713.PNG	pico_banana	clean	clean	clean	2.9018101499467264e-07	
/truenas-big/images/f1/f3/f1f37cfc70168ab5bb227ba75314a7818ae36d3d9f349c27e1e1e01796e49fdb.PNG	pico_banana	clean	clean	clean	0.013681496666050452	
/truenas-big/images/31/42/31428be0653868e551b647d4ce6d85472f975ac6b0f341101ee943cd0deb8d3f.PNG	pico_banana	clean	clean	clean	0.00011318635064283544	
/truenas-big/images/0b/fc/0bfc829640122dc43bf6385ea40aa606ee2efe07dcf25ec0c05deede8ed68cfd.PNG	pico_banana	clean	clean	clean	0.035619609669558794	
/truenas-big/images/b8/4e/b84e5cd0874d7fd9f1c870a23eb68c172253aff7f5e9b797ef7e767e18d18556.PNG	pico_banana	clean	clean	clean	2.657991361898482e-05	
/truenas-big/images/58/f4/58f4f7f7a4becd0f91139476b2e1f0ec4b4bfb68807c43b9ee7f0c1a7cc70196.PNG	pico_banana	clean	clean	clean	0.006565353677764896	
/truenas-big/images/f2/a6/f2a607d03a16097062dc34dd5e8e14a919e470afc12a81765dc5e7b2cb55b356.PNG	pico_banana	clean	clean	clean	0.9999996892841045	
/truenas-big/images/77/1e/771eb5bf987248c3fad5914007e1566ea2905bce2e01bc90c19700606b4927c2.PNG	pico_banana	clean	clean	clean	0.005689509390658265	[0, 801, 106, 853]
/truenas-big/images/c2/f0/c2f0f4bef6d3a8bd80919da31080838932b2fc03c6e69f3fcd779cffca5904e2.PNG	pico_banana	clean	clean	clean	0.9999999896832353	
/truenas-big/images/f1/d3/f1d3f045c017456d98d9ee9c5f6b49a8010b6e669c6f83ad70027ec5549e9a7f.PNG	pico_banana	clean	clean	clean	0.006846754905182606	
/truenas-big/images/0f/c0/0fc0d99a94eec9ce44e4c4634c0625402f446d8000b97f92f2ef6454be6f293e.PNG	pico_banana	clean	watermarked	grok	0.34349074959754944	[925, 830, 1152, 885]
/truenas-big/images/e3/9c/e39c3850df3d89874d82e16c71d3fa8e43f63784ea6c5172dc67e107738bfe26.PNG	pico_banana	clean	clean	clean	0.9833786618619978	
/truenas-big/images/8e/38/8e38f55e0b294408f671a2534e360a1480d38ce514b82abfb1fe57e36db96fc5.PNG	pico_banana	clean	clean	clean	0.9999964800430359	
/truenas-big/images/45/46/4546831110104833495be3c6d381b47336e222392cdde4465a286cfcdf5d69f1.PNG	pico_banana	clean	clean	clean	0.9999984507942778	
/truenas-big/images/77/e2/77e20a1bcf105e6ec6c0e0e6646afa089f88cc79a3f8ac775603e30777364a48.PNG	pico_banana	clean	clean	clean	0.0014897283820238805	
/truenas-big/images/76/de/76deeb92e4a8ad01f34be5453ea6c733b169a0133d30629d04bb7560e230d7c2.PNG	pico_banana	clean	clean	clean	0.9999973968785484	
/truenas-big/images/1a/ec/1aec46a6a84c0eab1d17266b16b962f4d9e7a5c1b74554803777d11a33b0636e.PNG	pico_banana	clean	clean	clean	0.9999999999206695	
/truenas-big/images/b7/42/b7425e60133a767700f4faee90906ea5251796c239b9de6162a7dede70c6e64e.PNG	pico_banana	clean	clean	clean	0.9999996901892653	
